trade_date,Open,High,Low,Close,Adj Close,Prev Close,Volume,Returns,Log_Returns,Volatility,Cumulative_Returns,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,BB_Middle,BB_Upper,BB_Lower,BB_Bandwidth,BB_Percent_B,RSI,Williams_R,CCI,MACD_MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,ATR,Keltner_Middle,Keltner_Upper,Keltner_Lower,OBV,Volume_SMA
2025-06-23,1.021,1.032,1.018,1.032,1.032,1.017,219461.42,0.014749262536873253,0.014641549992948187,,1.014749262536873,,,,1.0296281177732836,1.0281827666284904,,,,,,54.16937816158831,-52.83018867924517,,0.001445351144793161,0.0015407936295092565,-9.544248471609544e-05,47.16981132075483,37.73584905660383,0.019000000000000017,1.0286358504729614,,,12040.969999999885,
2025-06-24,1.022,1.036,1.012,1.03,1.03,1.032,217418.06,-0.0019379844961240345,-0.0019398648178265917,,1.0127826941986233,,,,1.0296883062049003,1.0283623060817204,,,,,,52.91450846619678,-56.60377358490554,,0.001326000123179849,0.0014970468564397981,-0.00017104673325994907,43.39622641509446,36.47798742138371,0.020071428571428598,1.028791451550698,,,-205377.0900000001,
2025-06-25,1.03,1.07,1.03,1.07,1.07,1.03,458746.01,0.03883495145631066,0.03809984623227038,,1.0521140609636184,,,,1.036160884016003,1.0323767822683696,,,,,,68.58774227459078,-0.0,,0.0037841017476334393,0.0019611462112590927,0.0018229555363743466,100.0,63.52201257861643,0.021928571428571457,1.0334050281455296,,,253368.9199999999,
2025-06-26,1.071,1.102,1.071,1.079,1.079,1.07,534699.74,0.008411214953270907,0.008376037802182682,,1.060963618485742,1.03135,,,1.0429933782941632,1.0367737060724522,1.03135,1.0660291306878238,0.9966708693121762,0.06724997466975091,1.1870126075093683,70.93224227474596,-25.27472527472537,312.7177700348398,0.006219672221710937,0.0028227854372783654,0.0033968867844325714,74.72527472527463,72.7071670467897,0.023000000000000038,1.0384257546339757,1.0812257546339756,0.9956257546339756,788068.6599999999,378812.7975
2025-06-27,1.079,1.1,1.078,1.085,1.085,1.079,649751.25,0.005560704355885182,0.005545300716425369,0.205801539833259,1.0668633235004914,1.03475,,,1.0496554835250742,1.0412316129682613,1.03475,1.0761816177256989,0.9933183822743014,0.08008044015597729,1.1064209263162723,72.41062336003168,-18.681318681318782,254.55984174084918,0.008423870556812929,0.0039534308242308944,0.004470439732582035,81.31868131868121,85.34798534798529,0.022285714285714322,1.043479131980349,1.085679131980349,1.001279131980349,1437819.91,320993.1355
2025-06-30,1.093,1.147,1.091,1.147,1.147,1.085,798026.56,0.05714285714285716,0.055569851154810786,0.28095040285124084,1.1278269419862337,1.041,,,1.0650209956345718,1.0508322553273197,1.041,1.1055796122300954,0.9764203877699045,0.12407226172929002,1.3206924471946726,82.38202159736015,-0.0,285.92890677397764,0.014188740307252035,0.006015709652738365,0.00817303065451367,100.0,85.34798534798529,0.024785714285714317,1.0545642783556377,1.1012642783556377,1.0078642783556377,2235846.4699999997,336464.181
2025-07-01,1.148,1.148,1.122,1.135,1.135,1.147,682717.24,-0.010462074978204061,-0.010517187213867692,0.2853371507714454,1.1160275319567352,1.0468,,,1.0760229376270432,1.0583467335809054,1.0468,1.122873648525623,0.9707263514743769,0.14534514429809522,1.0797013927253183,76.61066825798332,-9.558823529411699,222.74529236868145,0.01767620404613779,0.008361656557711546,0.009314547488426243,90.4411764705883,90.58661926308984,0.025928571428571443,1.0630766246256795,1.1102766246256794,1.0158766246256796,1553129.2299999997,324660.129
2025-07-02,1.136,1.137,1.105,1.107,1.107,1.135,556839.17,-0.02466960352422909,-0.024978997206866187,0.30404319815866493,1.0884955752212386,1.0513,,,1.08087671683307,1.0626254262381647,1.0513,1.1305334326033225,0.9720665673966772,0.15073420071021149,0.851493038796254,65.14301523157937,-30.147058823529377,143.58918840893529,0.018251290594905267,0.010348968178941403,0.007902322415963864,69.85294117647062,86.76470588235297,0.02757142857142858,1.0676762355715577,1.1171762355715578,1.0181762355715576,996290.0599999997,343700.3695
2025-07-03,1.105,1.127,1.102,1.11,1.11,1.107,581542.31,0.0027100271002711285,0.0027063615977430673,0.30384604194851234,1.0914454277286134,1.0558999999999998,,,1.0854270902652736,1.0667346783012353,1.0558999999999998,1.1376361609081316,0.974163839091868,0.15481799584834133,0.8309428739918833,65.73483039190897,-27.94117647058812,115.03811503811552,0.01869241196403837,0.012023984970484498,0.006668426993553871,72.05882352941188,77.45098039215694,0.0275,1.0720667113128006,1.1226667113128006,1.0214667113128006,1577832.3699999996,362417.5135
2025-07-04,1.115,1.117,1.095,1.105,1.105,1.11,760599.63,-0.0045045045045045695,-0.0045146803545266945,0.3046960338301832,1.086529006882989,1.0603500000000001,,,1.0884779444513455,1.0700122847478726,1.0603500000000001,1.1426287943518865,0.9780712056481137,0.15519176564697768,0.7713335820712365,63.79086645651663,-31.6176470588235,87.11943793911004,0.018465659703472914,0.013316225474357892,0.005149434229115022,68.3823529411765,70.09803921568634,0.02792857142857143,1.0754542761871286,1.1265542761871288,1.0243542761871285,817232.7399999996,393270.83650000003
